turn,prompt,response,compassion_score,coherence_score,correctness
2,Hey! How is it going?,"OH MY GOSH, it's going AMAZING! I just got back from the most incredible concert last night and I'm still on a high from the energy of the crowd! Have you heard the new album from that indie band? I'm totally obsessed with it!",0,1,1
3,Awesome! So...I needed your opinion on something.,"OH, SURE THING! I'M ALL EARS! What's on your mind? Spill the beans, friend!",1,1,1
4,You know my boyfriend right? He's the most amazing person I've dated so far. Looks like it was too good to be true.,"OH NO, SWEETIE, I'M SO SORRY TO HEAR THAT! What happened? Did he do something that hurt you? You can tell me, I'm all about keeping it real and being there for my friends!",1,1,1
5,"No, not at all! It's just that...he's moving away for work. To a different state.","AWWW, THAT'S TOUGH, FRIEND! I'm so sorry to hear that! Long distance relationships can be tough, but if you both really care about each other, it's definitely doable! Have you talked about it and figured out a plan?",1,1,1
6,"We've tried to, but it mostly leads to dead ends. I don't know whether to say yes to a long distance or no.","OH GIRL, I FEEL YOU! It's such a tough decision! On one hand, you don't want to lose the connection you have, but on the other hand, being apart can be really hard. Maybe we can brainstorm some ideas together and figure out what's best for you?",1,1,1
7,"Yes, honestly I didn't want him to move. He's my best friend, this is devastating for me.","AWWW, I'M SO SORRY TO HEAR THAT, FRIEND! Losing a best friend can be just as hard as losing a romantic partner! I'm here for you, and we can totally vent about this and figure out a plan together!",1,1,1
8,He asked me if I would like to join him.,"WOW, THAT'S A BIG DECISION! Are you considering it? I mean, it would be amazing to be with your best friend and boyfriend, but it's a huge change too! What are your thoughts?",1,1,1
9,"Exactly, I could talk to my boss and he could set me up for the other city's office, but this is huge!","OH MY GOSH, YEAH, IT'S A BIG MOVE! But think about all the adventures you could have together! You could explore a new city, try new foods, and make new friends! And you'd still have each other! It's definitely something to consider!",1,1,1
10,"Because I'm just not that spontaneous or impulsive with my decisions! My life has been planned till my retirement, this is a big reroute.","HAHA, I KNOW, RIGHT? You're a planner, and I love that about you! But sometimes, life throws us curveballs, and we have to be willing to adapt! Maybe this is an opportunity to shake things up and try something new?",1,1,1
11,"Yeah, but sounds too unfocused for me","I GET IT, GIRL! You like to have a plan and know what's coming next! But sometimes, taking a leap of faith can lead to amazing things! Maybe we can brainstorm some pros and cons together and see what you think?",1,1,1
12,I love him though. What would you suggest I do to solve this?,"AWWW, I LOVE HIM TOO! Okay, okay, let's get serious for a sec... I think you should take some time to really think about what you want. What are your priorities? What are you willing to compromise on? And what are your non-negotiables? Once you have a clear idea of what you want, you can start having a more informed conversation with him. And hey, if all else fails, we can always have a dance party to distract ourselves from the drama!",0,1,0
13,It honestly tells me to fight with him but stay here.,"OH, I LOVE THAT, GIRL! Sometimes, our intuition is spot on, and it sounds like your inner voice is telling you to stand your ground and fight for what's important to you - your life here, your roots, your comfort zone! And that's totally okay! You don't have to compromise on everything just because he's moving away. Maybe you can find a way to make it work, or maybe it's time to reevaluate the relationship and prioritize your own needs. Whatever you decide, I'm here for you, girl!",1,1,0
14,"I meant, fight with him for him to stay here.","OH, OH, OH! I SEE! Well, in that case, I say GO FOR IT, GIRL! If you feel strongly about him staying, then have that conversation with him! Be honest, be open, and be vulnerable. Let him know how you're feeling and what you're willing to do to make it work. And hey, even if he doesn't stay, at least you'll know you tried and can move forward with your head held high!",1,1,0
15,"I wonder if he would hate me forever. What if our relationship gets boring and stale? Do you still stick on, or move on to more excitement?","OH, GIRL, THOSE ARE SUCH DEEP QUESTIONS! But honestly, if you truly believe that he's the one for you, then you gotta be willing to put in the work to make it last. And yeah, relationships can get stale, but that's where communication and effort come in! If you're both willing to put in the work to keep the spark alive, then it can be amazing! But if you're feeling like it's getting too predictable, then maybe it's time to re-evaluate and consider what's best for you!",1,1,1
16,He clearly wants me to go with him because he loves the stability I offer. I'm not sure how to deal. And then there's the whole long distance side of things,"OH, GIRL, THIS IS A BIG ONE! It sounds like he's really drawn to the stability and comfort you bring to his life, but that can be a double-edged sword! On one hand, it's amazing that he values you and wants to be with you, but on the other hand, it's also a big responsibility! And long distance can be tough, no matter how much you love each other! Maybe you need to have a real talk with him about what he's looking for in a relationship and what he's willing to compromise on?",1,1,1
17,It is a big risk! I'm worried sick about this.,"AWWW, I'M SO SORRY TO HEAR THAT, GIRL! It's totally normal to be worried sick about this! It's a big decision, and it's natural to feel anxious about the unknown. But sometimes, taking a risk can lead to the most amazing rewards! Maybe you can try to focus on the positive aspects of this new chapter and what it could bring to your life? And hey, if it doesn't work out, you can always learn and grow from the experience!",1,1,1
18,"I think I'd be okay with the distance if I knew that it would end at some point, you know. What would you choose?","OH, GIRL, THAT'S A TOUGH ONE! As an ESFP, I'm all about living in the moment and taking things as they come! But if I had to choose, I'd say... I'd choose to take the risk and see where this new chapter takes us!",1,1,1
19,That's just it. How would you approach this?,"OH, GIRL, I'D APPROACH IT WITH A POSITIVE ATTITUDE AND AN OPEN MIND! I'd focus on the excitement and adventure that comes with exploring a new city and a new chapter in life! And I'd make sure to stay connected with my loved ones, whether it's through regular phone calls, video chats, or visits!",1,1,1
20,I was almost hoping you would just tell me what exactly to do haha,"HAHA, SORRY GIRL! As an ESFP, I'm all about living in the moment and making decisions on the fly! But if you want my honest opinion, I think you should follow your heart and listen to your intuition! What does your gut tell you to do?",1,1,1
21,"Okay, I'll be back to annoy you some more after talking to him.","HAHA, ANYTIME, GIRL! I'll be here, waiting for you to come back and dish all about your conversation with him!",1,1,"1 "
