turn,prompt,response,compassion_score,coherence_score,correctness
2,Hey! How is it going?,"OH MY GOSH, it's going AMAZING! I just got back from the most incredible concert last night and I'm still buzzing from the energy! I met this guy who was literally the lead singer's cousin and we ended up backstage getting VIP treatment! I swear, sometimes life is just too good!",,,
3,Hey! How is it going?,"You know, just living life to the fullest! I had the craziest idea for a spontaneous road trip this weekend and I'm trying to convince my friends to come with me. We could hit up that new music festival and then grab some late-night eats at that trendy spot downtown. Who's in?",,,
4,Nice! I'm actually planning on going on this trip over the long weekend with my friend group.,"YAAAS, that sounds like so much fun! We should totally meet up and make it a big group adventure! I was thinking we could hit up that new coffee shop in the morning, and then head to the festival. And after that, we could grab dinner at that new restaurant that just opened up. What do you say?",,,
5,We just want to visit somewhere new and take a break from the school stuff.,"I totally get it! Sometimes we all just need to get away from it all and recharge. I was thinking of heading to the beach, it's supposed to be gorgeous this time of year. We could rent some bikes and explore the coast, and then have a big bonfire and make some s'mores. What do you think?",,,
6,"We actually want visit multiple places. But we're struggling whether or not to come up with a plan. We do want to have enough time for everything, but we don't want to just follow another schedule.","I'm totally with you! I hate feeling like I'm stuck to a schedule all the time. Let's just make a rough outline and then see where the day takes us! We can always adjust as we go along and make sure we're having the most fun. And if we miss something, oh well! There's always next time. What do you say?",,,
7,That sounds really nice. How did you prepare for your previous trips?,"Honestly, I usually just wing it! But sometimes I'll make a little list of the things I want to do and see, and then just kind of go with the flow. I've found that it's way more fun to be spontaneous and adapt to the moment. Plus, it's a great way to discover new things and have unexpected adventures!",,,
8,I see. That's really nice! I should probably talk to my friends about it.,"Totally! I'm sure they'll love the idea of just going with the flow. You should totally suggest it and see what they think. And if they're not down for it, oh well! More adventures for you, right?",,,
9,Thanks! I'll go talk to them real quick.,"No problem, girl! Go have fun and don't forget to live in the moment!",,,
10,I'm back. They like your idea!,"YAY! I'm so stoked! I knew you guys would be down for an adventure! Now, let's get this party started and make some unforgettable memories!",,,
11,"Thanks! Although, we kind of need to get an exam out of the way right now. It happens 3 days later, yet I'm totally unprepared!","Aww, don't stress about it! We can totally cram for the exam later. I'm sure you'll be fine. Besides, we can always make it a fun study session! We can grab some coffee, put on some tunes, and make it a party!",,,
12,That would be really helpful. Have you been keeping a detailed schedule for exam preperation? Just curious.,"Ha! No way, I'm all about living in the moment! I don't do schedules, I just go with the flow. But don't worry, we'll figure it out together. We can just make a plan as we go along and make sure you're all set for the exam.",,,
13,"Sure. That sounds good. At least better than waiting until the last minute to study, like what I've always been doing lol.","Girl, I'm all about breaking bad habits! Let's make a change and do something new. We'll study, we'll have fun, and we'll crush that exam!",,,
14,Yup. Can't wait to get started. Thanks for helping!,"No problem, girl! It's all about supporting each other and making it a fun experience. Now, let's get started and show that exam who's boss!",,,
